,NP_Synthesis,NP size_avg (nm),shape,method,Bacteria,NP_concentration (μg/ml),ZOI,reference,time (hr),Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"min_Incub_period, h","growth_temp, C",biosafety_level,isolated_from,Strain,Coating,Solvent for extract,Precursor of NP,"Temperature for extract, C","Duration preparing extract, min",Concentration of precursor (mM),DONE?,,COUNT of DONE,
65,green synthesis using melissa officinalis,12.0,spherical,ZOI,Staphylococcus aureus,1.0,6.0,https://www.sciencedirect.com/science/article/pii/S2211379717309932?via%3Dihub,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,100,10,5,done,,,
66,green synthesis using melissa officinalis,12.0,spherical,ZOI,Escherichia coli,1.0,5.0,https://www.sciencedirect.com/science/article/pii/S2211379717309932?via%3Dihub,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,10,5,done,,,
67,green synthesis using melissa officinalis,12.0,spherical,ZOI,Staphylococcus aureus,3.0,6.5,https://www.sciencedirect.com/science/article/pii/S2211379717309932?via%3Dihub,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,100,10,5,done,,,
68,green synthesis using melissa officinalis,12.0,spherical,ZOI,Escherichia coli,3.0,6.0,https://www.sciencedirect.com/science/article/pii/S2211379717309932?via%3Dihub,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,10,5,done,,,
69,green synthesis using melissa officinalis,12.0,spherical,ZOI,Staphylococcus aureus,5.0,8.0,https://www.sciencedirect.com/science/article/pii/S2211379717309932?via%3Dihub,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,100,10,5,done,,,
70,green synthesis using melissa officinalis,12.0,spherical,ZOI,Escherichia coli,5.0,7.0,https://www.sciencedirect.com/science/article/pii/S2211379717309932?via%3Dihub,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,10,5,done,,,
71,green synthesis using melissa officinalis,12.0,spherical,ZOI,Staphylococcus aureus,9.0,10.0,https://www.sciencedirect.com/science/article/pii/S2211379717309932?via%3Dihub,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,100,10,5,done,,,
72,green synthesis using melissa officinalis,12.0,spherical,ZOI,Escherichia coli,9.0,6.0,https://www.sciencedirect.com/science/article/pii/S2211379717309932?via%3Dihub,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,10,5,done,,,
73,green synthesis using melissa officinalis,12.0,spherical,ZOI,Staphylococcus aureus,15.0,11.0,https://www.sciencedirect.com/science/article/pii/S2211379717309932?via%3Dihub,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,100,10,5,done,,,
74,green synthesis using melissa officinalis,12.0,spherical,ZOI,Escherichia coli,15.0,12.0,https://www.sciencedirect.com/science/article/pii/S2211379717309932?via%3Dihub,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,10,5,done,,,
75,green synthesis using melissa officinalis,12.0,spherical,ZOI,Staphylococcus aureus,20.0,15.5,https://www.sciencedirect.com/science/article/pii/S2211379717309932?via%3Dihub,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,100,10,5,done,,,
76,green synthesis using melissa officinalis,12.0,spherical,ZOI,Escherichia coli,20.0,12.5,https://www.sciencedirect.com/science/article/pii/S2211379717309932?via%3Dihub,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,10,5,done,,,
80,green synthesis using fungal filtrate the heavy metal resistant strain amycolatopsis tucumanensis,35.0,spherical,ZOI,Acidovorax avenae subsp. avenae,8.0,11.0,https://www.sciencedirect.com/science/article/pii/S2405844022007605?via%3Dihub#appsec1,24.0,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Paracidovorax,Bacteria,Paracidovorax avenae,pathogenic,n,24.0,30.0,2.0,soil,,0,,AgNO3,,15,,done,,,
81,green synthesis using fungal filtrate the heavy metal resistant strain amycolatopsis tucumanensis,35.0,spherical,ZOI,Acidovorax avenae subsp. avenae,40.0,14.0,https://www.sciencedirect.com/science/article/pii/S2405844022007605?via%3Dihub#appsec1,24.0,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Paracidovorax,Bacteria,Paracidovorax avenae,pathogenic,n,24.0,30.0,2.0,soil,,0,,AgNO3,,15,,done,,,
82,green synthesis using fungal filtrate the heavy metal resistant strain amycolatopsis tucumanensis,35.0,spherical,ZOI,Acidovorax avenae subsp. avenae,80.0,18.5,https://www.sciencedirect.com/science/article/pii/S2405844022007605?via%3Dihub#appsec1,24.0,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Paracidovorax,Bacteria,Paracidovorax avenae,pathogenic,n,24.0,30.0,2.0,soil,,0,,AgNO3,,15,,done,,,
83,green synthesis using murraya koenigii,13.54,spheroidal,ZOI,Staphylococcus aureus,100.0,17.0,https://onlinelibrary.wiley.com/doi/10.1155/2019/4649506,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,100,60,1,done,,,
84,green synthesis using murraya koenigii,13.54,spheroidal,ZOI,Staphylococcus aureus,100.0,18.0,https://onlinelibrary.wiley.com/doi/10.1155/2019/4649506,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,100,60,1,done,,,
85,green synthesis using murraya koenigii,13.54,spheroidal,ZOI,Staphylococcus aureus,100.0,16.0,https://onlinelibrary.wiley.com/doi/10.1155/2019/4649506,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,100,60,1,done,,,
86,green synthesis using murraya koenigii,13.54,spheroidal,ZOI,Escherichia coli,100.0,17.0,https://onlinelibrary.wiley.com/doi/10.1155/2019/4649506,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,60,1,done,,,
87,green synthesis using murraya koenigii,13.54,spheroidal,ZOI,Escherichia coli,100.0,17.0,https://onlinelibrary.wiley.com/doi/10.1155/2019/4649506,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,60,1,done,,,
88,green synthesis using murraya koenigii,13.54,spheroidal,ZOI,Escherichia coli,100.0,16.0,https://onlinelibrary.wiley.com/doi/10.1155/2019/4649506,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,60,1,done,,,
89,green synthesis using murraya koenigii,13.54,spheroidal,ZOI,Escherichia coli,100.0,21.0,https://onlinelibrary.wiley.com/doi/10.1155/2019/4649506,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,60,1,done,,,
98,green synthesis using streptomyces chiangmaiensis,13.57,spherical,ZOI,Acinetobacter baumannii,0.2,20.3,https://pubs.rsc.org/en/content/articlelanding/2022/ra/d1ra08238h,24.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37.0,2.0,urine,,0,"deionized water, sterile water",AgNO3,,,1,done,,,
99,green synthesis using streptomyces chiangmaiensis,13.57,spherical,ZOI,Klebsiella pneumoniae,0.2,12.6,https://pubs.rsc.org/en/content/articlelanding/2022/ra/d1ra08238h,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,30.0,2.0,respiratory tract,,0,"deionized water, sterile water",AgNO3,,,1,done,,,
100,green synthesis using streptomyces chiangmaiensis,13.57,spherical,ZOI,Pseudomonas aeruginosa,0.2,20.3,https://pubs.rsc.org/en/content/articlelanding/2022/ra/d1ra08238h,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,,0,"deionized water, sterile water",AgNO3,,,1,done,,,
101,green synthesis using streptomyces chiangmaiensis,13.57,spherical,ZOI,Escherichia coli,0.2,21.0,https://pubs.rsc.org/en/content/articlelanding/2022/ra/d1ra08238h,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,"deionized water, sterile water",AgNO3,,,1,done,,,
102,chemical synthesis using sodium borohydride,1.87,spherical,ZOI,Pseudomonas aeruginosa,180.0,3.0,https://pubs.rsc.org/en/content/articlelanding/2019/na/c9na00017h,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,PAO1,0,,AgNO3,,,20,done,,,
103,chemical synthesis using sodium borohydride,1.87,spherical,ZOI,Staphylococcus epidermidis,180.0,3.0,https://pubs.rsc.org/en/content/articlelanding/2019/na/c9na00017h,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37.0,2.0,nose,ATCC 190918,0,,AgNO3,,,20,done,,,
104,chemical synthesis using sodium borohydride,1.87,spherical,ZOI,Staphylococcus epidermidis,180.0,3.0,https://pubs.rsc.org/en/content/articlelanding/2019/na/c9na00017h,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,non-pathogenic,p,24.0,35.0,2.0,skin,ATCC 190918,0,,AgNO3,,,20,done,,,
105,chemical synthesis using sodium borohydride,1.87,spherical,ZOI,Escherichia coli,180.0,4.0,https://pubs.rsc.org/en/content/articlelanding/2019/na/c9na00017h,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,10P50,0,,AgNO3,,,20,done,,,
106,chemical synthesis using sodium borohydride,1.87,spherical,ZOI,Staphylococcus aureus,180.0,2.0,https://pubs.rsc.org/en/content/articlelanding/2019/na/c9na00017h,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,ATCC 19606,0,,AgNO3,,,20,done,,,
107,chemical synthesis using sodium borohydride,1.87,spherical,ZOI,Staphylococcus aureus,180.0,3.5,https://pubs.rsc.org/en/content/articlelanding/2019/na/c9na00017h,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,ATCC 25923,0,,AgNO3,,,20,done,,,
108,chemical synthesis using sodium borohydride,2.93,spherical,ZOI,Pseudomonas aeruginosa,180.0,6.0,https://pubs.rsc.org/en/content/articlelanding/2019/na/c9na00017h,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,PAO1,0,,AgNO3,,,20,done,,,
109,chemical synthesis using sodium borohydride,2.93,spherical,ZOI,Staphylococcus epidermidis,180.0,8.5,https://pubs.rsc.org/en/content/articlelanding/2019/na/c9na00017h,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37.0,2.0,nose,ATCC 190918,0,,AgNO3,,,20,done,,,
110,chemical synthesis using sodium borohydride,2.93,spherical,ZOI,Staphylococcus epidermidis,180.0,8.5,https://pubs.rsc.org/en/content/articlelanding/2019/na/c9na00017h,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,non-pathogenic,p,24.0,35.0,2.0,skin,ATCC 190918,0,,AgNO3,,,20,done,,,
111,chemical synthesis using sodium borohydride,2.93,spherical,ZOI,Escherichia coli,180.0,7.0,https://pubs.rsc.org/en/content/articlelanding/2019/na/c9na00017h,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,10P50,0,,AgNO3,,,20,done,,,
112,chemical synthesis using sodium borohydride,2.93,spherical,ZOI,Staphylococcus aureus,180.0,4.0,https://pubs.rsc.org/en/content/articlelanding/2019/na/c9na00017h,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,ATCC 19606,0,,AgNO3,,,20,done,,,
113,chemical synthesis using sodium borohydride,6.53,spherical,ZOI,Staphylococcus aureus,180.0,6.0,https://pubs.rsc.org/en/content/articlelanding/2019/na/c9na00017h,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,ATCC 25923,0,,AgNO3,,,20,done,,,
114,chemical synthesis using sodium borohydride,6.53,spherical,ZOI,Pseudomonas aeruginosa,180.0,2.0,https://pubs.rsc.org/en/content/articlelanding/2019/na/c9na00017h,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,PAO1,0,,AgNO3,,,20,done,,,
115,chemical synthesis using sodium borohydride,6.53,spherical,ZOI,Staphylococcus epidermidis,180.0,2.0,https://pubs.rsc.org/en/content/articlelanding/2019/na/c9na00017h,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37.0,2.0,nose,ATCC 190918,0,,AgNO3,,,20,done,,,
116,chemical synthesis using sodium borohydride,6.53,spherical,ZOI,Staphylococcus epidermidis,180.0,2.0,https://pubs.rsc.org/en/content/articlelanding/2019/na/c9na00017h,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,non-pathogenic,p,24.0,35.0,2.0,skin,ATCC 190918,0,,AgNO3,,,20,done,,,
117,chemical synthesis using sodium borohydride,6.53,spherical,ZOI,Escherichia coli,180.0,2.5,https://pubs.rsc.org/en/content/articlelanding/2019/na/c9na00017h,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,10P50,0,,AgNO3,,,20,done,,,
118,chemical synthesis using sodium borohydride,6.53,spherical,ZOI,Staphylococcus aureus,180.0,2.0,https://pubs.rsc.org/en/content/articlelanding/2019/na/c9na00017h,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,ATCC 19606,0,,AgNO3,,,20,done,,,
119,chemical synthesis using sodium borohydride,6.53,spherical,ZOI,Staphylococcus aureus,180.0,2.5,https://pubs.rsc.org/en/content/articlelanding/2019/na/c9na00017h,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,ATCC 25923,0,,AgNO3,,,20,done,,,
120,green synthesis using pisum sativum l.,30.0,spherical,ZOI,Pseudomonas aeruginosa,10.0,15.0,https://www.sciencedirect.com/science/article/pii/S1018364722000787?via%3Dihub,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,ATCC 27853,0,double distilled water,AgNO3,100,10,1,done,,,
121,green synthesis using pisum sativum l.,30.0,spherical,ZOI,Escherichia coli,10.0,17.0,https://www.sciencedirect.com/science/article/pii/S1018364722000787?via%3Dihub,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,ATCC 25922,0,double distilled water,AgNO3,100,10,1,done,,,
122,green synthesis using pisum sativum l.,30.0,spherical,ZOI,Enterococcus faecalis,10.0,15.0,https://www.sciencedirect.com/science/article/pii/S1018364722000787?via%3Dihub,24.0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Bacteria,Enterococcus faecalis,pathogenic,p,24.0,37.0,2.0,urine,700802,0,double distilled water,AgNO3,100,10,1,done,,,
123,green synthesis using pisum sativum l.,30.0,spherical,ZOI,Streptococcus gordonii,10.0,18.0,https://www.sciencedirect.com/science/article/pii/S1018364722000787?via%3Dihub,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus gordonii,opportunistic pathogen,p,24.0,37.0,2.0,mouth,ATCC 49818,0,double distilled water,AgNO3,100,10,1,done,,,
124,green synthesis using pisum sativum l.,30.0,spherical,ZOI,Staphylococcus aureus,10.0,17.0,https://www.sciencedirect.com/science/article/pii/S1018364722000787?via%3Dihub,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,ATCC 4330,0,double distilled water,AgNO3,100,10,1,done,,,
125,green synthesis using pisum sativum l.,30.0,spherical,ZOI,Staphylococcus aureus,10.0,22.0,https://www.sciencedirect.com/science/article/pii/S1018364722000787?via%3Dihub,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,ATCC 25923,0,double distilled water,AgNO3,100,10,1,done,,,
126,green synthesis using rumex hastatus,77.0,spherical,ZOI,Staphylococcus aureus,20.0,8.0,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,,,20,done,seems like a shady article...,,
127,green synthesis using rumex hastatus,77.0,spherical,ZOI,Escherichia coli,20.0,8.0,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,,,20,done,seems like a shady article...,,
128,green synthesis using rumex hastatus,77.0,spherical,ZOI,Salmonella gallinarum,20.0,7.0,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Gallinarum,pathogenic,n,6.0,37.0,2.0,food,,0,water (distilled),AgNO3,,,20,done,seems like a shady article...,,
129,green synthesis using rumex hastatus,77.0,spherical,ZOI,Klebsiella pneumoniae,20.0,8.0,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,30.0,2.0,respiratory tract,,0,water (distilled),AgNO3,,,20,done,seems like a shady article...,,
130,green synthesis using rumex hastatus,77.0,spherical,ZOI,Enterobacter aerogenes,20.0,9.0,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,6.0,37.0,2.0,urine,,0,water (distilled),AgNO3,,,20,done,seems like a shady article...,,
131,green synthesis using rumex hastatus,77.0,spherical,ZOI,Pseudomonas aeruginosa,20.0,6.0,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,,0,water (distilled),AgNO3,,,20,done,seems like a shady article...,,
132,green synthesis using rumex hastatus,77.0,spherical,ZOI,Micrococcus lotus,20.0,6.0,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,24.0,Streptophyta,Magnoliopsida,Fabales,Fabaceae,micrococcus,Eukaryota,micrococcus lotus,non-pathogenic,p,24.0,30.0,1.0,soil,,0,water (distilled),AgNO3,,,20,done,seems like a shady article...,,
